no,co,cl,tb,s,l,r,b,lr,rr,br,hh,ha,hs,he,ci,cw,re,la,pl,u1,u2,u3,le,sa,mw,t,pr,d,n,i,v,nx,rp,u,f,ra,h,si 
2.S974,2,S974,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,['SP'],None,"Lecture, seminar or laboratory course consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.",Undergraduate Special Subject in Mechanical Engineering,"Gomez-Marquez, Jose",True,False,True,,False,7.0,21.5,7.0
2.S981,2,S981,False,"['r', 'l']","[[[[10, 4], [94, 2]], '1-150']]","[[[[14, 2]], '1-246']]",[],"['M1-3,R10']",['M3'],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],Permission of instructor,"Advanced lecture, seminar, or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.  2.S980 and 2.S996 are graded P/D/F.",Graduate Special Subject in Mechanical Engineering,"Kim, Jeehwan",False,False,True,,False,4.0,1.5,3.0
2.S982,2,S982,False,['l'],"[[[[42, 4], [102, 4]], '1-150']]",[],[],['TR2-4'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],Permission of instructor,"Advanced lecture, seminar or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter. 2.S980 and 2.S996 are graded P/D/F.",Graduate Special Subject in Mechanical Engineering,"Sudhir, Vivishek",False,False,True,,False,6.2,11.4,8.0
2.S987,2,S987,False,['l'],"[[[[33, 3], [93, 3]], '1-134']]",[],[],['TR9.30-11'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],None,"Lecture, seminar or laboratory course consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.",Special Subject in Mechanical Engineering,"Boriskina, Svetlana",False,False,True,,False,0,0,0
2.S988,2,S988,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],None,"Advanced lecture, seminar, or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.",Special Subject in Mechanical Engineering,"Traverso, Carlo Giovanni",True,False,True,,False,0,0,0
2.S990,2,S990,False,['l'],"[[[[66, 3]], '1-150']]",[],[],['W11-12.30'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],None,"Lecture, seminar or laboratory course consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter. Enrollment limited.",Graduate Special Subject in Mechanical Engineering,"Boriskina, Svetlana",False,False,True,,False,5.7,9.0,6.0
2.S991,2,S991,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,['SP'],None,"Lecture, seminar or laboratory course consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.",Undergraduate Special Subject in Mechanical Engineering,"Zolot, Kenneth",True,False,False,,False,4.5,7.8,15.0
2.S994,2,S994,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,['SP'],None,"Lecture, seminar, or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter. 2.S972-2.S974 and 2.S992 are graded P/D/F.",Undergraduate Special Subject in Mechanical Engineering,"Braunstein, Daniel",True,False,True,,False,6.8,12.5,14.5
2.S996,2,S996,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,"Advanced lecture, seminar, or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.  2.S980 and 2.S996 are graded P/D/F.",Graduate Special Subject in Mechanical Engineering,null,True,False,True,,False,0,0,0
2.S997,2,S997,False,['l'],"[[[[46, 3]], '3-442']]",[],[],['T4-5.30'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],Permission of instructor,"Advanced lecture, seminar or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter. 2.S980 and 2.S996 are graded P/D/F.",Graduate Special Subject in Mechanical Engineering,"Seering, Warren",False,False,True,,False,5.3,8.2,16.0
2.S999,2,S999,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,"Advanced lecture, seminar, or laboratory consisting of material not offered in regularly scheduled subjects. Can be repeated for credit only for completely different subject matter.  2.S980 and 2.S996 are graded P/D/F.",Graduate Special Subject in Mechanical Engineering,"Gutowski, Timothy",True,False,True,,False,6.0,9.6,8.5
2.THG,2,THG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of advisor,"Program of research leading to the writing of an SM, PhD, or ScD thesis; to be arranged by the student and an appropriate MIT faculty member.",Graduate Thesis,"McDaniel, Saana",True,False,True,,False,6.4,33.0,445.2
2.THU,2,THU,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,"Individual self-motivated study, research, or design project under faculty supervision. Departmental program requirement: minimum of 6 units. Instruction and practice in written communication provided.",Undergraduate Thesis,"Dunn, Emma",True,False,True,,False,0,0,0
2.UR,2,UR,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,"Individual study, research, or laboratory investigations under faculty supervision, including individual participation in an ongoing research project. See projects listing in Undergraduate Office, 1-110, for guidance.",Undergraduate Research in Mechanical Engineering,"Dunn, Emma",True,False,True,,False,0,0,0
2.URG,2,URG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,"Individual study, research, or laboratory investigations under faculty supervision, including individual participation in an ongoing research project. See projects listing in Undergraduate Office, 1-110, for guidance.",Undergraduate Research in Mechanical Engineering,"Dunn, Emma",True,False,True,,False,0,0,0
20.005,20,005,False,['l'],"[[[[14, 4]], '66-148'], [[[74, 4]], '66-148'], [[[44, 4]], '66-148'], [[[82, 4]], '2-151']]",[],[],"['M3-5', 'W3-5', 'T3-5', 'W EVE (7-9 PM)']",[],[],False,False,False,False,False,False,False,False,False,2,0,7,U,,"1.082, 2.900, 6.9041, 6.904, 10.01, 16.676, 22.014","['FA', 'SP']",None,"Explores the ethical principles by which an engineer ought to be guided. Integrates foundational texts in ethics with case studies illustrating ethical problems arising in the practice of engineering. Readings from classic sources including Aristotle, Kant, Locke, Bacon, Franklin, Tocqueville, Arendt and King. Case studies include articles and films that address engineering disasters, safety, biotechnology, the internet and AI, and the ultimate scope and aims of engineering.&nbsp; Different sections may focus on themes, such as AI or biotechnology. Students taking independent inquiry version 6.9041 expand the scope of their term project. Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.",Ethics for Engineers,"Lauffenburger, Douglas",False,False,False,,False,6.4,5.9,61.0
20.051,20,051,False,['l'],"[[[[76, 2], [136, 2]], '4-153']]",[],[],['WF4'],[],[],False,False,False,False,False,False,False,False,False,2,3,1,U,,,"['FA', 'SP']","Biology (GIR), Calculus II (GIR), Chemistry (GIR), and Physics I (GIR)","Focuses on physiomimetics: transforming therapeutic strategy and development. Overview of development of therapies for complex diseases, including disease mechanisms in heterogeneous patient populations, developing therapeutic strategies, modeling these in vitro, and testing the therapies. Explores the five essential technological contributions to this process: computational systems biology, synthetic biology, immuno-engineering, microphysiological systems devices/tissue engineering, and device engineering for in vitro models and analysis. Introduces disease modeling, patient stratification, and drug development processes, includes extensive examples from industry, and provides context for choosing a concentration track in the Living Machines thread. Weekly lectures from experts in the field supplemented with structured, short projects in each topic area. Limited to 24; preference to students in the NEET Living Machines thread.",Introduction to NEET: Living Machines,"Salek, Mohammad Mehdi",False,False,False,,False,5.6,6.3,21.7
20.054,20,054,False,['l'],"[[[[22, 2], [130, 2]], '56-162']]",[],[],"['M EVE (7 PM),F1']",[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",20.051,"A structured lab research experience in a specific Living Machines track. Students identify a project in a participating research lab, on a topic related to the five tracks in the NEET Living Machines program, propose a project related to the drug development theme, and prepare interim and final presentations and reports while conducting the project. Links to industry-sponsored research projects at MIT are encouraged. Project proposal must be submitted and approved in the term prior to enrollment. Limited to students in the NEET Living Machines thread.",NEET - Living Machines Research Immersion,"Salek, Mohammad Mehdi",False,False,True,,False,0,0,0
20.104,20,104,False,['l'],"[[[[40, 3], [100, 3]], '56-162']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,U,1.081,,['SP'],"Biology (GIR), Calculus II (GIR), and Chemistry (GIR)","Analysis of the history of cancer and vascular disease mortality rates in predominantly European- and African-American US cohorts, 1895-2016, to discover specific historical shifts. Explored in terms of contemporaneously changing environmental risk factors: air-, food- and water-borne chemicals; subclinical infections; diet and lifestyles. Special section on occupational risk factors. Considers the hypotheses that genetic and/or environmental factors affect metakaryotic stem cell mutation rates in fetuses and juveniles and/or their growth rates of preneoplastic in adults.","Environmental Cancer Risks, Prevention, and Therapy","Thilly, William",False,False,False,,False,6.5,12.5,2.0
20.109,20,109,False,"['b', 'l']","[[[[36, 2], [96, 2]], '1-390']]",[],"[[[[40, 8], [100, 8]], '56-322'], [[[70, 8], [130, 8]], '56-322']]",['TR11'],[],"['TR1-5', 'WF1-5']",False,False,False,False,False,False,False,True,False,2,8,5,U,,,"['FA', 'SP']","Biology (GIR), Chemistry (GIR), 6.0002, 18.03, and 20.110","Introduces experimental biochemical and molecular techniques from a quantitative engineering perspective. Experimental design, data analysis, and scientific communication form the underpinnings of this subject. In this, students complete discovery-based experimental modules drawn from current technologies and active research projects of BE faculty. Generally, topics include DNA engineering, in which students design, construct, and use genetic material; parts engineering, emphasizing protein design and quantitative assessment of protein performance; systems engineering, which considers genome-wide consequences of genetic perturbations; and biomaterials engineering, in which students use biologically-encoded devices to design and build materials. Enrollment limited; priority to Course 20 majors.",Laboratory Fundamentals in Biological Engineering,"Lyell, Noreen",False,False,False,,False,6.0,19.0,24.6
20.129,20,129,False,"['b', 'l']","[[[[8, 3], [68, 3]], '68-121']]",[],"[[[[11, 7], [71, 7]], '68-089']]",['MW12-1.30'],[],['MW1.30-5'],False,False,False,False,False,False,False,True,False,2,8,2,U,6.129,,['SP'],Biology (GIR) and Calculus II (GIR),"Students assemble individual genes and regulatory elements into larger-scale circuits; they experimentally characterize these circuits in yeast cells using quantitative techniques, including flow cytometry, and model their results computationally. Emphasizes concepts and techniques to perform independent experimental and computational synthetic biology research. Discusses current literature and ongoing research in the field of synthetic biology. Instruction and practice in oral and written communication provided. Enrollment limited.",Biological Circuit Engineering Laboratory,"Weiss, Ron",False,False,False,,False,6.0,14.2,16.5
20.200,20,200,False,['l'],"[[[[128, 2]], '32-155']]",[],[],['F12'],[],[],False,False,False,False,False,False,False,False,False,1,0,2,G,,,"['FA', 'SP']",Permission of instructor,Weekly one-hour seminars covering graduate student research and presentations by invited speakers. Limited to BE graduate students.,Biological Engineering Seminar,"Engelward, Bevin",False,False,True,,False,0,0,0
20.201,20,201,False,"['l', 'r']","[[[[11, 3], [71, 3]], '56-614']]","[[[[131, 2]], '56-614']]",[],['MW1.30-3'],['F1.30'],[],False,False,False,False,False,False,False,False,False,4,0,8,G,,,"['FA', 'SP']",Permission of instructor,"Team-based exploration of the scientific basis for developing new drugs. First portion of term covers fundamentals of target identification, drug discovery, pharmacokinetics, pharmacodynamics, regulatory policy, and intellectual property. Industry experts and academic entrepreneurs then present case studies of specific drugs, drug classes, and therapeutic targets. In a term-long project, student teams develop novel therapeutics to solve major unmet medical needs, with a trajectory to a ""start-up"" company. Culminates with team presentations to a panel of industry and scientific leaders.",Fundamentals of Drug Development,"Dedon, Peter",False,False,False,,False,6.0,9.2,17.2
20.205,20,205,False,['l'],"[[[[124, 6]], '4-257']]",[],[],['F10-1'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,U,9.26,,['SP'],Biology (GIR),"Covers principles underlying current and future genetic engineering approaches, ranging from single cellular organisms to whole animals. Focuses on development and invention of technologies for engineering biological systems at the genomic level, and applications of engineered biological systems for medical and biotechnological needs, with particular emphasis on genetic manipulation of the nervous system. Design projects by students.",Principles and Applications of Genetic Engineering for Biotechnology and Neuroscience,"Zhang, Feng",False,False,False,,False,6.3,5.5,10.0
20.213,20,213,False,['l'],"[[[[2, 4], [62, 4]], '56-167']]",[],[],['MW9-11'],[],[],False,False,False,False,False,False,False,False,False,4,0,5,U,,,['SP'],"5.07, 7.05, or permission of instructor","Studies how DNA damage leads to diseases, and how DNA repair modulates cancer risk and treatment. Also covers how DNA repair impacts genetic engineering, whether by targeted gene therapy or CRISPR-mediated genetic changes. Students gain a public health perspective by examining how DNA-damaging agents in our environment can lead to downstream cancer. Explores the underlying chemical, molecular and biochemical processes of DNA damage and repair, and their implications for disease susceptibility and treatment.","Genome Stability and Engineering in the Context of Diseases, Drugs, and Public Health","Engelward, Bevin",False,False,False,,False,6.8,5.8,4.0
20.219,20,219,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Selected Topics in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
20.230,20,230,False,"['r', 'l']","[[[[3, 3], [63, 3]], '4-370']]","[[[[106, 2]], '66-160'], [[[82, 2]], '66-168'], [[[68, 2]], '56-167']]",[],['MW9.30-11'],"['R4', 'W EVE (7 PM)', 'W12']",[],False,False,False,False,False,False,False,False,False,5,0,7,U,7.23,"7.63, 20.630",['SP'],7.06,"Comprehensive survey of molecular, genetic, and cellular aspects of the immune system. Topics include innate and adaptive immunity; cells and organs of the immune system; hematopoiesis; immunoglobulin, T cell receptor, and major histocompatibility complex (MHC) proteins and genes; development and functions of B and T lymphocytes; immune responses to infections and tumors; hypersensitivity, autoimmunity, and immunodeficiencies. Particular attention to the development and function of the immune system as a whole, as studied by modern methods and techniques. Students taking graduate version explore the subject in greater depth, including study of recent primary literature.",Immunology,"Spranger-Zimmermann, Stefani",False,False,False,,False,5.5,9.0,69.0
20.260,20,260,False,['l'],"[[[[40, 4], [100, 4]], '16-220']]",[],[],['TR1-3'],[],[],False,False,False,False,False,False,False,False,False,3,0,6,U,,20.460,['SP'],6.0001 and 6.0002,"Presents foundational methods for analysis of complex biological datasets. Covers fundamental concepts in probability, statistics, and linear algebra underlying computational tools that enable generation of biological insights. Assignments focus on practical examples spanning basic science and medical applications. Assumes basic knowledge of calculus and programming (experience with MATLAB, Python, or R is recommended). Students taking graduate version complete additional assignments.",Computational Analysis of Biological Data,"Lauffenburger, Douglas",False,False,False,,False,6.3,17.5,9.5
20.265,20,265,False,['l'],"[[[[44, 3], [104, 3]], '4-153']]",[],[],['TR3-4.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,3,U,,,['SP'],6.0001 or permission of instructor,"Covers topics in genetics from an engineering perspective. Designed to be taken before, concurrently with, or after a traditional genetics class. Focuses primarily on the quantitative methods and algorithms used in genetics and genomics. Provides a strong foundation in genomics and bioinformatics and prepares students, through real-world problem-solving, for upper-level classes in those topics. Basics of modern genomics tools and approaches &mdash; including RNAseq, high-throughout genome sequencing, genome-wide association studies, metagenomics, and others &mdash; presented. Requires some experience with Python programming.",Genetics for Biological Engineering,"Alm, Eric",False,False,False,,False,0,0,0
20.309,20,309,False,['l'],"[[[[38, 2], [98, 2], [128, 2]], '4-237']]",[],[],['TRF12'],[],[],False,False,False,False,False,False,False,False,False,3,6,3,U,2.673,20.409,"['FA', 'SP']","(Biology (GIR), Physics II (GIR), 6.0002, and 18.03) or permission of instructor","Sensing and measurement aimed at quantitative molecular/cell/tissue analysis in terms of genetic, biochemical, and biophysical properties. Methods include light and fluorescence microscopies, and electro-mechanical probes (atomic force microscopy, optical traps, MEMS devices). Application of statistics, probability, signal and noise analysis, and Fourier techniques to experimental data. Enrollment limited; preference to Course 20 undergraduates.",Instrumentation and Measurement for Biological Systems,"Jonas, Maxine",False,False,False,,False,6.0,15.1,27.8
20.310,20,310,False,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,False,False,False,4,0,8,U,"2.797, 3.053, 6.024",,['SP'],"Biology (GIR), (2.370 or 20.110), and (3.016B or 18.03)","Develops and applies scaling laws and the methods of continuum mechanics to biomechanical phenomena over a range of length scales. Topics include structure of tissues and the molecular basis for macroscopic properties; chemical and electrical effects on mechanical behavior; cell mechanics, motility and adhesion; biomembranes; biomolecular mechanics and molecular motors. Experimental methods for probing structures at the tissue, cellular, and molecular levels.","Molecular, Cellular, and Tissue Biomechanics","Bathe, Mark",False,False,False,,False,6.4,7.5,14.0
20.330,20,330,False,"['r', 'l']","[[[[6, 2], [66, 2], [126, 2]], '4-163']]","[[[[64, 2]], '56-180'], [[[34, 2]], '56-167'], [[[46, 2]], '56-180'], [[[98, 2]], '66-160'], [[[68, 2]], '56-169']]",[],['MWF11'],"['W10', 'T10', 'T4', 'R12', 'W12']",[],False,False,False,False,False,False,False,False,False,4,0,8,U,"2.793, 6.023",,['SP'],"Biology (GIR), Physics II (GIR), and 18.03","Introduction to electric fields, fluid flows, transport phenomena and their application to biological systems. Flux and continuity laws, Maxwell's equations, electro-quasistatics, electro-chemical-mechanical driving forces, conservation of mass and momentum, Navier-Stokes flows, and electrokinetics. Applications include biomolecular transport in tissues, electrophoresis, and microfluidics.","Fields, Forces and Flows in Biological Systems","Han, Jongyoon",False,False,False,,True,6.2,8.9,52.0
20.365,20,365,False,['l'],"[[[[40, 3], [100, 3]], '56-614']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,6,U,,20.465,['SP'],(5.60 or 20.110) and permission of instructor,"Examines strategies in clinical and preclinical development for manipulating the immune system to treat and protect against disease. Begins with brief review of immune system. Discusses interaction of tumors with the immune system, followed by approaches by which the immune system can be modulated to attack cancer. Also covers strategies based in biotechnology, chemistry, materials science, and molecular biology to induce immune responses to treat infection, transplantation, and autoimmunity. Students taking graduate version complete additional assignments.",Engineering the Immune System in Cancer and Beyond,"Irvine, Darrell",False,False,False,,False,6.3,6.8,18.0
20.370,20,370,False,"['l', 'r']","[[[[6, 3], [66, 3]], '32-144']]","[[[[46, 2]], '66-160'], [[[38, 2]], '66-160']]",[],['MW11-12.30'],"['T4', 'T12']",[],False,False,False,False,False,False,False,False,False,5,2,5,U,"2.791, 6.021, 9.21","2.794, 6.521, 9.021, 20.470, HST.541",['SP'],"(Physics II (GIR), 18.03, and (2.005, 6.002, 6.003, 10.301, or 20.110)) or permission of instructor","Integrated overview of the biophysics of cells from prokaryotes to neurons, with a focus on mass transport and electrical signal generation across cell membrane. First third of course focuses on mass transport through membranes: diffusion, osmosis, chemically mediated, and active transport. Second third focuses on electrical properties of cells: ion transport to action potential generation and propagation in electrically excitable cells. Synaptic transmission. Electrical properties interpreted via kinetic and molecular properties of single voltage-gated ion channels. Final third focuses on biophysics of synaptic transmission and introduction to neural computing. Laboratory and computer exercises illustrate the concepts. Students taking graduate version complete different assignments. Preference to juniors and seniors.",Cellular Neurophysiology and Computing,"Heldt, Thomas",False,False,False,,False,5.8,10.9,28.0
20.380,20,380,False,['l'],"[[[[32, 6], [92, 6]], '56-614']]",[],[],['TR9-12'],[],[],False,False,False,False,False,False,False,False,False,5,0,7,U,,,"['FA', 'SP']","7.06, 20.320, and 20.330","Illustrates how knowledge and principles of biology, biochemistry, and engineering are integrated to create new products for societal benefit. Uses case study format to examine recently developed products of pharmaceutical and biotechnology industries: how a product evolves from initial idea, through patents, testing, evaluation, production, and marketing. Emphasizes scientific and engineering principles, as well as the responsibility scientists, engineers, and business executives have for the consequences of their technology. Instruction and practice in written and oral communication provided. Enrollment limited; preference to Course 20 undergraduates.",Biological Engineering Design,"Clarke, Sean",False,False,False,,False,5.7,11.0,23.0
20.381,20,381,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,12,0,U,,,['SP'],20.380 or permission of instructor,Continuation of 20.380 that focuses on practical&nbsp;implementation of design proposals. Student teams choose a feasible&nbsp;scope of work related to their 20.380 design proposals and&nbsp;execute it in the&nbsp;lab.,Biological Engineering Design II,"Buck, Justin",True,False,False,,False,6.5,11.0,4.0
20.409,20,409,False,['l'],"[[[[38, 2], [98, 2], [128, 2]], '4-237']]",[],[],['TRF12'],[],[],False,False,False,False,False,False,False,False,False,2,7,3,G,,"2.673, 20.309","['FA', 'SP']",Permission of instructor,"Sensing and measurement aimed at quantitative molecular/cell/tissue analysis in terms of genetic, biochemical, and biophysical properties. Methods include light and fluorescence microscopies, electronic circuits, and electro-mechanical probes (atomic force microscopy, optical traps, MEMS devices). Application of statistics, probability, signal and noise analysis, and Fourier techniques to experimental data. Limited to 5 graduate students.",Biological Engineering II: Instrumentation and Measurement,"Jonas, Maxine",False,False,False,,False,6.0,15.1,27.8
20.410,20,410,False,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,"2.798, 3.971, 6.524, 10.537",,"['FA', 'SP']","Biology (GIR) and (2.002, 2.006, 6.013, 10.301, or 10.302)","Develops and applies scaling laws and the methods of continuum mechanics to biomechanical phenomena over a range of length scales. Topics include structure of tissues and the molecular basis for macroscopic properties; chemical and electrical effects on mechanical behavior; cell mechanics, motility and adhesion; biomembranes; biomolecular mechanics and molecular motors. Experimental methods for probing structures at the tissue, cellular, and molecular levels.","Molecular, Cellular, and Tissue Biomechanics","Bathe, Mark",False,True,False,,False,0,0,0
20.440,20,440,False,['l'],"[[[[12, 3], [72, 3], [133, 2]], '32-124']]",[],[],"['MW2-3.30,F2.30']",[],[],False,False,False,False,False,False,False,False,False,6,0,9,G,,,['SP'],20.420 and permission of instructor,"Explores computational and experimental approaches to analyzing complex biological networks and systems. Includes genomics, transcriptomics, proteomics, metabolomics and microscopy. Stresses the practical considerations required when designing and performing experiments. Also focuses on selection and implementation of appropriate computational tools for processing, visualizing, and integrating different types of experimental data, including supervised and unsupervised machine learning methods, and multi-omics modelling. Students use statistical methods to test hypotheses and assess the validity of conclusions. In problem sets, students read current literature, develop their skills in Python and R, and interpret quantitative results in a biological manner. In the second half of term, students work in groups to complete a project in which they apply the computational approaches covered.",Analysis of Biological Networks,"Bryson, Bryan",False,False,False,,False,5.2,17.7,34.0
20.460,20,460,False,['l'],"[[[[40, 4], [100, 4]], '16-220']]",[],[],['TR1-3'],[],[],False,False,False,False,False,False,False,False,False,3,0,6,G,,20.260,['SP'],None,"Presents foundational methods for analysis of complex biological datasets. Covers fundamental concepts in probability, statistics, and linear algebra underlying computational tools that enable generation of biological insights. Assignments focus on practical examples spanning basic science and medical applications. Assumes basic knowledge of calculus and programming (experience with MATLAB, Python, or R is recommended). Students taking graduate version complete additional assignments.",Computational Analysis of Biological Data,"Lauffenburger, Douglas",False,False,False,,False,0,0,0
20.465,20,465,False,['l'],"[[[[40, 3], [100, 3]], '56-614']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,6,G,,20.365,['SP'],Permission of instructor,"Examines strategies in clinical and preclinical development for manipulating the immune system to treat and protect against disease. Begins with brief review of immune system. Discusses interaction of tumors with the immune system, followed by approaches by which the immune system can be modulated to attack cancer. Also covers strategies based in biotechnology, chemistry, materials science, and molecular biology to induce immune responses to treat infection, transplantation, and autoimmunity. Students taking graduate version complete additional assignments.",Engineering the Immune System in Cancer and Beyond,"Irvine, Darrell",False,False,False,,False,6.3,6.8,18.0
20.470,20,470,False,['l'],"[[[[6, 3], [66, 3]], '32-144']]",[],[],['MW11-12.30'],[],[],False,False,False,False,False,False,False,False,False,5,2,5,G,"2.794, 6.521, 9.021, HST.541","2.791, 6.021, 9.21, 20.370",['SP'],"(Physics II (GIR), 18.03, and (2.005, 6.002, 6.003, 10.301, or 20.110)) or permission of instructor","Integrated overview of the biophysics of cells from prokaryotes to neurons, with a focus on mass transport and electrical signal generation across cell membrane. First third of course focuses on mass transport through membranes: diffusion, osmosis, chemically mediated, and active transport. Second third focuses on electrical properties of cells: ion transport to action potential generation and propagation in electrically excitable cells. Synaptic transmission. Electrical properties interpreted via kinetic and molecular properties of single voltage-gated ion channels. Final third focuses on biophysics of synaptic transmission and introduction to neural computing. Laboratory and computer exercises illustrate the concepts. Students taking graduate version complete different assignments.",Cellular Neurophysiology and Computing,"Heldt, Thomas",False,False,False,,False,5.8,10.9,28.0
20.535,20,535,False,['l'],"[[[[33, 3], [93, 3]], '66-154']]",[],[],['TR9.30-11'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,10.535,,['SP'],18.03 and (5.07 or 7.05),"Introduces the field of protein engineering. Develops understanding of key biophysical chemistry concepts in protein structure/function and their applications. Explores formulation of simple kinetic, statistical, and transport models for directed evolution and drug biodistribution. Students read and critically discuss seminal papers from the literature.",Protein Engineering,"Tidor, Bruce",False,False,False,,False,0,0,0
20.586,20,586,False,"['r', 'l']","[[[[104, 6]], 'WI-AUDITORIUM']]","[[[[46, 2]], '68-180'], [[[48, 2]], '68-180']]",[],['R EVE (3-6 PM)'],"['T4', 'T EVE (5 PM)']",[],False,False,False,False,False,False,False,False,False,3,0,6,G,"7.546, 15.480",,['SP'],[15.401]; permission of instructor,"Covers the new types of drugs and other therapeutics in current practice and under development, the financing and business structures of early-stage biotechnology companies, and the evaluation of their risk/reward profiles. Includes a series of live case studies with industry leaders of both established and emerging biotechnology companies as guest speakers, focusing on the underlying science and engineering as well as core financing and business issues. Students must possess a basic background in cellular and molecular biology.",Science and Business of Biotechnology,"Lodish, Harvey",False,False,False,,False,6.2,6.8,58.5
20.630,20,630,False,"['r', 'l']","[[[[3, 3], [63, 3]], '4-370']]","[[[[68, 2]], '56-167'], [[[82, 2]], '66-168'], [[[106, 2]], '66-160']]",[],['MW9.30-11'],"['W12', 'W EVE (7 PM)', 'R4']",[],False,False,False,False,False,False,False,False,False,5,0,7,G,7.63,"7.23, 20.230",['SP'],7.06 and permission of instructor,"Comprehensive survey of molecular, genetic, and cellular aspects of the immune system. Topics include innate and adaptive immunity; cells and organs of the immune system; hematopoiesis; immunoglobulin, T cell receptor, and major histocompatibility complex (MHC) proteins and genes; development and functions of B and T lymphocytes; immune responses to infections and tumors; hypersensitivity, autoimmunity, and immunodeficiencies. Particular attention to the development and function of the immune system as a whole, as studied by modern methods and techniques. Students taking graduate version explore the subject in greater depth, including study of recent primary literature.",Immunology,"Spranger-Zimmermann, Stefani",False,False,False,,False,5.5,9.0,69.0
20.902,20,902,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",Permission of instructor,"Opportunity for independent study under regular supervision by a faculty member. Projects require prior approval, as well as a substantive paper. Minimum 12 units required.",Independent Study in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
20.903,20,903,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SU', 'SP']",Permission of instructor,"Opportunity for independent study under regular supervision by a faculty member. Projects require prior approval, as well as a substantive paper. Minimum 6-12 units required.",Independent Study in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
